State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Haryana,Sonipat,Ganaur,Brinjal,Brinjal,FAQ,25/03/2025,1800,2000,1800
Haryana,Sonipat,Ganaur,Capsicum,Capsicum,FAQ,25/03/2025,3500,4000,3800
Haryana,Sonipat,Ganaur,Cauliflower,Other,FAQ,25/03/2025,700,800,750
Haryana,Sonipat,Ganaur,Lemon,Lemon,FAQ,25/03/2025,9000,10000,9500
Haryana,Sonipat,Ganaur,Pumpkin,Pumpkin,FAQ,25/03/2025,1200,1300,1200
Haryana,Sonipat,Ganaur,Spinach,Spinach,FAQ,25/03/2025,500,1000,800
Haryana,Sonipat,Ganaur,Tinda,Tinda,FAQ,25/03/2025,1400,1500,1400
Haryana,Sonipat,Sonepat(Kharkhoda),Tomato,Deshi,FAQ,25/03/2025,1500,2000,1700
Haryana,"Yamuna Nagar",Chhachrauli,Pumpkin,Pumpkin,FAQ,25/03/2025,800,1000,1000
Haryana,"Yamuna Nagar",Chhachrauli,Spinach,Spinach,FAQ,25/03/2025,800,800,800
Haryana,"Yamuna Nagar",Jagadhri,Banana,Other,Medium,25/03/2025,2200,2700,2600
Haryana,"Yamuna Nagar",Jagadhri,Carrot,Other,FAQ,25/03/2025,900,1200,1100
Haryana,"Yamuna Nagar",Jagadhri,Onion,Other,FAQ,25/03/2025,1800,2160,2000
Haryana,"Yamuna Nagar",Mustafabad,Brinjal,Other,FAQ,25/03/2025,2000,2000,2000
Haryana,"Yamuna Nagar",Mustafabad,Cauliflower,Other,FAQ,25/03/2025,700,800,700
Haryana,"Yamuna Nagar",Mustafabad,"Peas Wet",Other,FAQ,25/03/2025,2800,3000,2800
Haryana,"Yamuna Nagar",Mustafabad,Pumpkin,Other,FAQ,25/03/2025,1000,1500,1400
Haryana,"Yamuna Nagar",Radaur,"Bottle gourd",Other,FAQ,25/03/2025,1000,1400,1200
Haryana,"Yamuna Nagar",Radaur,Grapes,Other,Medium,25/03/2025,4200,4500,4400
Haryana,"Yamuna Nagar",Radaur,"Peas Wet",Other,FAQ,25/03/2025,2500,2900,2800
"Himachal Pradesh",Bilaspur,Bilaspur,Tomato,Local,FAQ,25/03/2025,1400,2500,1700
"Himachal Pradesh",Chamba,Chamba,"Bhindi(Ladies Finger)",Bhindi,FAQ,25/03/2025,6500,7000,6750
"Himachal Pradesh",Chamba,Chamba,Cabbage,Other,FAQ,25/03/2025,1200,1400,1300
"Himachal Pradesh",Chamba,Chamba,Carrot,Other,FAQ,25/03/2025,1600,1800,1700
"Himachal Pradesh",Chamba,Chamba,Cauliflower,Other,FAQ,25/03/2025,1300,1500,1400
"Himachal Pradesh",Chamba,Chamba,"French Beans (Frasbean)",Other,FAQ,25/03/2025,4500,5000,4750
"Himachal Pradesh",Chamba,Chamba,Ginger(Green),Other,FAQ,25/03/2025,5500,6000,5750
"Himachal Pradesh",Chamba,Chamba,Grapes,Other,Medium,25/03/2025,7000,8000,7500
"Himachal Pradesh",Chamba,Chamba,"Peas Wet",Other,FAQ,25/03/2025,3000,3500,3250
"Himachal Pradesh",Hamirpur,Hamirpur,Capsicum,Other,FAQ,25/03/2025,3500,4000,3700
"Himachal Pradesh",Hamirpur,Hamirpur,Cauliflower,Other,FAQ,25/03/2025,1000,1200,1100
"Himachal Pradesh",Hamirpur,Hamirpur,Lemon,Other,FAQ,25/03/2025,13000,14000,13500
"Himachal Pradesh",Hamirpur,Hamirpur,Potato,Other,Non-FAQ,25/03/2025,1000,1200,1100
"Himachal Pradesh",Kangra,Dharamshala,Apple,Other,Medium,25/03/2025,14500,24000,18500
"Himachal Pradesh",Kangra,Dharamshala,Brinjal,Other,FAQ,25/03/2025,2500,3000,2750
"Himachal Pradesh",Kangra,Dharamshala,Cabbage,Other,FAQ,25/03/2025,800,1000,900
"Himachal Pradesh",Kangra,Dharamshala,Cauliflower,Other,FAQ,25/03/2025,1000,1200,1100
"Himachal Pradesh",Kangra,Dharamshala,Cucumbar(Kheera),Other,FAQ,25/03/2025,2400,3000,2700
"Himachal Pradesh",Kangra,Dharamshala,Potato,Other,FAQ,25/03/2025,1100,1200,1150
"Himachal Pradesh",Kangra,Kangra,Banana,Other,Medium,25/03/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Kangra,"Bhindi(Ladies Finger)",Other,FAQ,25/03/2025,6000,6500,6200
"Himachal Pradesh",Kangra,Kangra,Cabbage,Other,FAQ,25/03/2025,700,900,800
"Himachal Pradesh",Kangra,Kangra,Guava,Other,Medium,25/03/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra,Orange,Other,Medium,25/03/2025,7000,8000,7500
"Himachal Pradesh",Kangra,Kangra,Pineapple,Other,Medium,25/03/2025,5000,6000,5500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Cucumbar(Kheera),Cucumbar,FAQ,25/03/2025,2000,2500,2200
"Himachal Pradesh",Kangra,Kangra(Baijnath),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,25/03/2025,4800,5000,5000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Guava,Guava,Medium,25/03/2025,6500,6800,6700
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Peas Wet",Other,FAQ,25/03/2025,4500,4600,4500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Raddish,Other,FAQ,25/03/2025,1400,1500,1400
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bottle gourd","Bottle Gourd",FAQ,25/03/2025,2000,2200,2100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Potato,Potato,FAQ,25/03/2025,1100,1200,1150
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Apple,American,Medium,25/03/2025,10000,14000,12000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Carrot,Carrot,FAQ,25/03/2025,1500,1800,1600
"Himachal Pradesh",Kangra,Palampur,Apple,Apple,Medium,25/03/2025,13000,14000,13500
"Himachal Pradesh",Kangra,Palampur,Garlic,Average,FAQ,25/03/2025,9000,10000,9500
"Himachal Pradesh",Kangra,Palampur,Guava,Other,Medium,25/03/2025,8400,8500,8450
"Himachal Pradesh",Kangra,Palampur,"Mousambi(Sweet Lime)",Other,Medium,25/03/2025,5400,5500,5450
"Himachal Pradesh",Kangra,Palampur,Potato,Other,FAQ,25/03/2025,1000,1100,1050
"Himachal Pradesh",Kangra,Palampur,Raddish,Raddish,FAQ,25/03/2025,1200,1400,1300
"Himachal Pradesh",Kullu,Bhuntar,"Bitter gourd","Bitter Gourd",FAQ,25/03/2025,7000,7500,7200
"Himachal Pradesh",Kullu,Bhuntar,"Bottle gourd",Other,FAQ,25/03/2025,2500,3000,2800
"Himachal Pradesh",Kullu,Bhuntar,Carrot,Other,FAQ,25/03/2025,2000,2500,2200
"Himachal Pradesh",Kullu,Bhuntar,Coriander(Leaves),Other,FAQ,25/03/2025,1800,2000,1900
"Himachal Pradesh",Kullu,Bhuntar,Cucumbar(Kheera),Other,FAQ,25/03/2025,2000,3000,2500
"Himachal Pradesh",Kullu,Bhuntar,Guava,Other,Medium,25/03/2025,6500,7000,6800
"Himachal Pradesh",Kullu,Bhuntar,"Peas Wet",Other,FAQ,25/03/2025,3500,4000,3800
"Himachal Pradesh",Kullu,Bhuntar,Pumpkin,Other,FAQ,25/03/2025,2000,2500,2200
"Himachal Pradesh",Mandi,Mandi(Mandi),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,25/03/2025,4000,4500,4200
"Himachal Pradesh",Mandi,Mandi(Mandi),"Green Chilli",Other,FAQ,25/03/2025,4000,6000,5000
"Himachal Pradesh",Mandi,Mandi(Mandi),Mango,Safeda,Medium,25/03/2025,11000,14000,12500
"Himachal Pradesh",Mandi,Mandi(Mandi),Pomegranate,Pomogranate,Medium,25/03/2025,10000,11000,11000
"Himachal Pradesh",Mandi,Mandi(Mandi),Pumpkin,Pumpkin,FAQ,25/03/2025,2000,2200,2100
"Himachal Pradesh",Mandi,Mandi(Mandi),Tomato,Tomato,FAQ,25/03/2025,1400,2000,1800
"Himachal Pradesh",Solan,Solan,Banana,Other,Medium,25/03/2025,2000,3300,2900
"Himachal Pradesh",Solan,Solan,"Bitter gourd",Other,FAQ,25/03/2025,5000,5500,5200
"Himachal Pradesh",Solan,Solan,Brinjal,Other,FAQ,25/03/2025,1000,2500,2200
"Himachal Pradesh",Solan,Solan,Coriander(Leaves),Other,FAQ,25/03/2025,1000,2000,1800
"Himachal Pradesh",Solan,Solan,Grapes,Other,Medium,25/03/2025,8000,9000,8500
"Himachal Pradesh",Solan,Solan,"Green Chilli",Other,FAQ,25/03/2025,4500,5000,4800
"Himachal Pradesh",Solan,Solan,Guava,Other,Medium,25/03/2025,6000,7500,7000
"Himachal Pradesh",Solan,Solan(Nalagarh),"Bitter gourd",Other,FAQ,25/03/2025,6000,6500,6300
"Himachal Pradesh",Solan,Solan(Nalagarh),Brinjal,Other,FAQ,25/03/2025,1800,2000,1900
"Himachal Pradesh",Solan,Solan(Nalagarh),Cabbage,Other,FAQ,25/03/2025,700,900,800
"Himachal Pradesh",Solan,Solan(Nalagarh),Garlic,Other,FAQ,25/03/2025,7000,9000,8000
"Himachal Pradesh",Solan,Solan(Nalagarh),Ginger(Green),"Green Ginger",FAQ,25/03/2025,4500,5000,4800
"Himachal Pradesh",Solan,Solan(Nalagarh),Lemon,Other,FAQ,25/03/2025,7500,8000,7800
"Himachal Pradesh",Solan,Solan(Nalagarh),Papaya,Other,Medium,25/03/2025,4000,4500,4200
"Himachal Pradesh",Solan,Solan(Nalagarh),"Water Melon",Other,Medium,25/03/2025,2000,2500,2300
"Himachal Pradesh",Una,Una,Capsicum,Capsicum,FAQ,25/03/2025,2500,3500,3000
"Himachal Pradesh",Una,Una,Chikoos(Sapota),Sapota,Medium,25/03/2025,5000,6000,5500
"Himachal Pradesh",Una,Una,Ginger(Green),"Green Ginger",FAQ,25/03/2025,5000,7000,6000
"Himachal Pradesh",Una,Una,Pomegranate,Other,Medium,25/03/2025,13000,15000,14000
"Himachal Pradesh",Una,Una,Pumpkin,Pumpkin,FAQ,25/03/2025,1500,1700,1600
"Himachal Pradesh",Una,Una,"Water Melon","Water Melon",Medium,25/03/2025,2000,3000,2500
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Cauliflower,Other,FAQ,25/03/2025,1500,1800,1600
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)",Papaya,Other,Large,25/03/2025,5000,5400,5200
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)","Peas cod",Other,FAQ,25/03/2025,4400,5000,4800
"Jammu and Kashmir",Anantnag,"Ashahipora (Anantnagh)","Water Melon",Other,Large,25/03/2025,2000,2300,2200
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Bitter gourd",Other,FAQ,25/03/2025,5000,5500,5250
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Capsicum,Other,FAQ,25/03/2025,2000,2800,2400
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Carrot,Other,FAQ,25/03/2025,1100,1300,1200
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Coriander(Leaves),Other,FAQ,25/03/2025,1300,1500,1400
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Field Pea","Field Pea",FAQ,25/03/2025,3500,4500,4000
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Ginger(Green),Other,FAQ,25/03/2025,3800,4000,3900
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Guava,Other,Medium,25/03/2025,7000,7500,7250
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Tender Coconut","Tender Coconut",Medium,25/03/2025,5500,6000,5750
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Tomato,Other,FAQ,25/03/2025,1200,1400,1300
"Jammu and Kashmir",Kathua,Kathua,"Bottle gourd",Other,FAQ,25/03/2025,1200,1500,1350
"Jammu and Kashmir",Kathua,Kathua,Cabbage,Other,FAQ,25/03/2025,300,500,400
"Jammu and Kashmir",Kathua,Kathua,Coriander(Leaves),Coriander,FAQ,25/03/2025,2000,2500,2250
"Jammu and Kashmir",Kathua,Kathua,Grapes,Black,Medium,25/03/2025,9000,10000,9500
"Jammu and Kashmir",Kathua,Kathua,Lemon,Other,FAQ,25/03/2025,7000,8000,7500
"Jammu and Kashmir",Kathua,Kathua,Papaya,Other,Medium,25/03/2025,4000,4500,4250
"Jammu and Kashmir",Kathua,Kathua,Pineapple,"Pine Apple",Medium,25/03/2025,4000,5000,4500
"Jammu and Kashmir",Kathua,Kathua,Pomegranate,Other,Medium,25/03/2025,8000,10000,9000
"Jammu and Kashmir",Kathua,Kathua,Potato,Other,FAQ,25/03/2025,800,1000,900
"Jammu and Kashmir",Kathua,Kathua,Tomato,Other,FAQ,25/03/2025,1000,1200,1100
"Jammu and Kashmir",Udhampur,Udhampur,Cucumbar(Kheera),Other,FAQ,25/03/2025,1000,2000,1500
"Jammu and Kashmir",Udhampur,Udhampur,Papaya,Papaya,Medium,25/03/2025,5500,6000,5750
Karnataka,Bangalore,Ramanagara,Brinjal,Round,FAQ,25/03/2025,1000,1600,1200
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,FAQ,25/03/2025,3000,4000,3500
Karnataka,Bangalore,Ramanagara,Cauliflower,Cauliflower,FAQ,25/03/2025,1400,2000,1600
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,FAQ,25/03/2025,1600,3000,2400
Karnataka,Bangalore,Ramanagara,"Green Chilli","Green Chilly",FAQ,25/03/2025,3600,6000,4400
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Other,FAQ,25/03/2025,500,600,550
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Round/Long,FAQ,25/03/2025,600,800,700
Karnataka,Chamrajnagar,"Chamaraj Nagar",Cucumbar(Kheera),Cucumbar,FAQ,25/03/2025,600,800,700
Karnataka,Chamrajnagar,Gundlupet,Tomato,Tomato,FAQ,25/03/2025,500,700,600
Karnataka,Dharwad,Kalagategi,"Green Gram (Moong)(Whole)","Local (Whole)",FAQ,25/03/2025,6200,6200,6200
Karnataka,"Karwar(Uttar Kannad)",Haliyala,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,25/03/2025,7000,7000,7000
Karnataka,Shimoga,Shimoga,Beetroot,Beetroot,FAQ,25/03/2025,800,1000,900
Karnataka,Shimoga,Shimoga,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,25/03/2025,10500,15000,12750
Karnataka,Shimoga,Shimoga,Brinjal,Brinjal,FAQ,25/03/2025,800,1000,900
Karnataka,Shimoga,Shimoga,Cucumbar(Kheera),Cucumbar,FAQ,25/03/2025,1400,1600,1500
Karnataka,Shimoga,Shimoga,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,25/03/2025,10000,10600,10300
Karnataka,Shimoga,Shimoga,Gur(Jaggery),Unde,FAQ,25/03/2025,4000,4800,4400
Karnataka,Shimoga,Shimoga,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,25/03/2025,4800,5800,5300
Karnataka,Shimoga,Shimoga,Onion,Onion,FAQ,25/03/2025,2000,3000,2500
Kerala,Alappuzha,Aroor,Banana,"Nendra Bale",Medium,25/03/2025,5500,5700,5600
Kerala,Alappuzha,Aroor,Brinjal,Other,FAQ,25/03/2025,3400,3600,3500
Kerala,Alappuzha,Aroor,Cauliflower,Other,FAQ,25/03/2025,3800,4000,3900
Kerala,Alappuzha,Aroor,Cucumbar(Kheera),Other,FAQ,25/03/2025,3200,3400,3300
Kerala,Alappuzha,Chengannur,Capsicum,Other,FAQ,25/03/2025,0,0,6000
Kerala,Alappuzha,Chengannur,"Cluster beans","Cluster Beans",FAQ,25/03/2025,5800,6100,6000
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,FAQ,25/03/2025,1900,2200,2000
Kerala,Alappuzha,Chengannur,"Green Chilli","Green Chilly",FAQ,25/03/2025,3800,4100,4000
Kerala,Alappuzha,Chengannur,Onion,Onion,FAQ,25/03/2025,2400,2700,2500
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,25/03/2025,3900,4200,4000
Kerala,Alappuzha,Chengannur,Tomato,Tomato,FAQ,25/03/2025,4800,5100,5000
Kerala,Alappuzha,Harippad,Amphophalus,Other,FAQ,25/03/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,"Bhindi(Ladies Finger)",Other,FAQ,25/03/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,25/03/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,25/03/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Colacasia,Other,FAQ,25/03/2025,8000,8700,8000
Kerala,Alappuzha,Kayamkulam,Amphophalus,Other,FAQ,25/03/2025,3900,4100,4000
Kerala,Alappuzha,Kayamkulam,Banana,Palayamthodan,Medium,25/03/2025,2400,2600,2500
Kerala,Alappuzha,Kayamkulam,"Bitter gourd",Other,FAQ,25/03/2025,5900,6100,6000
Kerala,Alappuzha,Kayamkulam,Brinjal,Other,FAQ,25/03/2025,2500,2700,2600
Kerala,Alappuzha,Kayamkulam,Cucumbar(Kheera),Other,FAQ,25/03/2025,900,1100,1000
Kerala,Alappuzha,Kayamkulam,Ginger(Green),Other,FAQ,25/03/2025,3100,3300,3200
Kerala,Alappuzha,Mannar,Onion,Small,FAQ,25/03/2025,5500,5700,5600
Kerala,Alappuzha,Mannar,Snakeguard,Other,FAQ,25/03/2025,3600,3800,3700
Kerala,Alappuzha,"Thazhakkara  VFPCK","Coconut Seed","Coconut Seed",FAQ,25/03/2025,6500,7500,6900
Kerala,Alappuzha,"Thazhakkara  VFPCK",Snakeguard,Snakeguard,FAQ,25/03/2025,3500,6500,6300
Kerala,Ernakulam,Aluva,Amaranthus,Amaranthus,FAQ,25/03/2025,4000,6000,5000
Kerala,Ernakulam,Aluva,Snakeguard,Snakeguard,FAQ,25/03/2025,3000,4000,3500
Kerala,Ernakulam,Angamaly,Brinjal,Brinjal,FAQ,25/03/2025,3000,4000,3500
Kerala,Ernakulam,Angamaly,Cabbage,Cabbage,FAQ,25/03/2025,2600,4000,3500
Kerala,Ernakulam,Angamaly,"Cluster beans","Cluster Beans",FAQ,25/03/2025,3200,5000,4000
Kerala,Ernakulam,Angamaly,Garlic,Average,FAQ,25/03/2025,12000,15000,13000
Kerala,Ernakulam,Angamaly,"Green Chilli","Green Chilly",FAQ,25/03/2025,3000,7000,5000
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,25/03/2025,3000,4000,3500
Kerala,Ernakulam,Angamaly,Tomato,Other,FAQ,25/03/2025,2700,4000,3500
Kerala,Ernakulam,Ernakulam,Banana,"Nendra Bale",Large,25/03/2025,6200,6800,6500
Kerala,Ernakulam,Ernakulam,Tapioca,Tapioca,FAQ,25/03/2025,2400,2800,2600
Kerala,Ernakulam,"Koovapadi VFPCK",Banana,Robusta,Large,25/03/2025,2800,3000,2900
Kerala,Ernakulam,"Koovapadi VFPCK",Tapioca,Tapioca,FAQ,25/03/2025,1600,1800,1700
Kerala,Ernakulam,"Mazhuvannur VFPCK","Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,25/03/2025,5500,6500,6100
Kerala,Ernakulam,"Mazhuvannur VFPCK",Tapioca,Other,FAQ,25/03/2025,1500,2300,2000
Kerala,Ernakulam,"Nedungapra  VFPCK",Banana,Poovan,Large,25/03/2025,2500,4000,3000
Kerala,Ernakulam,"North Paravur",Amaranthus,Amaranthus,FAQ,25/03/2025,2000,3000,2500
Kerala,Ernakulam,"North Paravur",Beetroot,Beetroot,FAQ,25/03/2025,2000,3000,2500
Kerala,Ernakulam,"North Paravur",Coconut,Big,FAQ,25/03/2025,6500,7500,7000
Kerala,Ernakulam,Perumbavoor,Beetroot,Beetroot,FAQ,25/03/2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,"Bhindi(Ladies Finger)",Bhindi,FAQ,25/03/2025,2300,3300,2700
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,25/03/2025,3800,4800,4200
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,25/03/2025,1500,2500,2000
Kerala,Ernakulam,Perumbavoor,"Green Chilli","Green Chilly",FAQ,25/03/2025,3300,4300,3700
Kerala,Ernakulam,Perumbavoor,Potato,Potato,FAQ,25/03/2025,2400,3400,2700
Kerala,Ernakulam,Perumbavoor,Pumpkin,Pumpkin,FAQ,25/03/2025,1000,2000,1500
Kerala,Ernakulam,Perumbavoor,Tomato,Tomato,FAQ,25/03/2025,2000,3000,2500
Kerala,Ernakulam,"Puthenvelikkara  VFPCK","Banana - Green","Banana - Green",FAQ,25/03/2025,7100,7300,7200
Kerala,Ernakulam,"Thiruvaniyoor  VFPCK",Ashgourd,Ashgourd,FAQ,25/03/2025,700,1300,900
Kerala,Ernakulam,Thrippunithura,Amphophalus,Amphophalus,FAQ,25/03/2025,5800,7000,6000
Kerala,Ernakulam,Thrippunithura,"Bhindi(Ladies Finger)",Bhindi,FAQ,25/03/2025,4200,5000,4400
Kerala,Ernakulam,Thrippunithura,"Leafy Vegetable",Other,FAQ,25/03/2025,9000,10000,9200
Kerala,Ernakulam,Thrippunithura,Onion,Big,FAQ,25/03/2025,2500,3000,2500
Kerala,Ernakulam,"Vengola  VFPCK",Pineapple,"Pine Apple",Medium,25/03/2025,3000,4600,3300
Kerala,Idukki,Thodupuzha,Arecanut(Betelnut/Supari),Other,FAQ,25/03/2025,27800,28000,28000
Kerala,Idukki,Thodupuzha,Banana,Palayamthodan,Large,25/03/2025,1400,1600,1600
Kerala,Idukki,Thodupuzha,Banana,Poovan,Large,25/03/2025,5800,6000,6000
Kerala,Idukki,Thodupuzha,Beetroot,Other,FAQ,25/03/2025,1800,2000,2000
Kerala,Idukki,Thodupuzha,Carrot,Other,FAQ,25/03/2025,4300,4500,4500
Kerala,Idukki,Thodupuzha,Cauliflower,Other,FAQ,25/03/2025,2800,3000,3000
Kerala,Idukki,Thodupuzha,Cocoa,Other,FAQ,25/03/2025,11800,12000,12000
Kerala,Idukki,Thodupuzha,Coconut,Big,FAQ,25/03/2025,3800,4000,4000
Kerala,Idukki,Thodupuzha,Ginger(Dry),Dry,FAQ,25/03/2025,19800,20000,20000
Kerala,Idukki,Thodupuzha,Grapes,Black,Large,25/03/2025,11800,12000,12000
Kerala,Idukki,Thodupuzha,Pumpkin,Other,FAQ,25/03/2025,1500,1700,1700
Kerala,Idukki,Thodupuzha,Rice,"Mataa Parboiled",FAQ,25/03/2025,4800,5000,5000
Kerala,Idukki,Thodupuzha,Rubber,RSS-4,FAQ,25/03/2025,18800,19000,19000
Kerala,Kannur,"Chavassery VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,25/03/2025,3500,3500,3500
Kerala,Kannur,Payyannur,Ashgourd,Other,FAQ,25/03/2025,1700,1900,1800
Kerala,Kannur,Payyannur,Banana,Other,Medium,25/03/2025,6000,6200,6100
Kerala,Kannur,Payyannur,"Black pepper",Other,FAQ,25/03/2025,63000,65000,64000
Kerala,Kannur,Payyannur,Cucumbar(Kheera),Other,FAQ,25/03/2025,1600,1800,1700
Kerala,Kannur,Taliparamba,Cucumbar(Kheera),Other,FAQ,25/03/2025,2700,2900,2800
Kerala,Kannur,Taliparamba,Tomato,Tomato,FAQ,25/03/2025,1600,1800,1700
Kerala,Kasargod,Kanjangadu,Banana,Other,Small,25/03/2025,6300,7000,6500
Kerala,Kasargod,Kanjangadu,"Bhindi(Ladies Finger)",Bhindi,FAQ,25/03/2025,4100,4600,4300
Kerala,Kasargod,Kanjangadu,Cucumbar(Kheera),Cucumbar,FAQ,25/03/2025,1400,2000,1600
Kerala,Kasargod,Kanjangadu,Onion,Big,FAQ,25/03/2025,2400,3000,2600
Kerala,Kasargod,Kanjangadu,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,25/03/2025,4300,4900,4500
Kerala,Kasargod,"Madikai  VFPCK","Bitter gourd","Bitter Gourd",FAQ,25/03/2025,4800,4800,4800
Kerala,Kasargod,Neeleswaram,Banana,Other,Large,25/03/2025,6600,7000,6800
Kerala,Kasargod,Neeleswaram,"Bhindi(Ladies Finger)",Bhindi,FAQ,25/03/2025,4800,5200,5000
Kerala,Kasargod,Neeleswaram,Cabbage,Other,FAQ,25/03/2025,2600,3000,2800
Kerala,Kasargod,Neeleswaram,Carrot,Other,FAQ,25/03/2025,4800,5200,5000
Kerala,Kasargod,Neeleswaram,"Coconut Oil",Other,FAQ,25/03/2025,26000,27000,26500
Kerala,Kasargod,Neeleswaram,Cucumbar(Kheera),Other,FAQ,25/03/2025,1400,1600,1500
Kerala,Kasargod,Neeleswaram,Drumstick,Other,FAQ,25/03/2025,7600,8000,7800
Kerala,Kasargod,Neeleswaram,Potato,Other,FAQ,25/03/2025,2800,3200,3000
Kerala,Kasargod,Neeleswaram,Pumpkin,Other,FAQ,25/03/2025,2600,3000,2800
Kerala,Kasargod,"Pullur Periya  VFPCK",Cowpea(Veg),"Cowpea (Veg)",FAQ,25/03/2025,4000,0,4000
Kerala,Kasargod,"Pullur Periya  VFPCK",Thondekai,Other,FAQ,25/03/2025,4000,4000,4000
Kerala,Kollam,Kollam,Banana,Poovan,Medium,25/03/2025,5500,6000,5700
Kerala,Kollam,Kollam,Cowpea(Veg),Other,FAQ,25/03/2025,3100,3500,3300
Kerala,Kollam,Kollam,Cucumbar(Kheera),Other,FAQ,25/03/2025,3400,4000,3700
Kerala,Kollam,Kollam,"Long Melon(Kakri)",Other,FAQ,25/03/2025,1300,1500,1400
Kerala,Kollam,Kollam,Mango,Other,Medium,25/03/2025,2100,2500,2300
Kerala,Kottayam,Athirampuzha,Ashgourd,Ashgourd,FAQ,25/03/2025,1200,1400,1300
Kerala,Kottayam,Athirampuzha,Banana,"Banana - Ripe",Medium,25/03/2025,5800,6000,5900
Kerala,Kottayam,Athirampuzha,Brinjal,Brinjal,FAQ,25/03/2025,2000,2200,2100
Kerala,Kottayam,Athirampuzha,Carrot,Carrot,FAQ,25/03/2025,4800,5000,4900
Kerala,Kottayam,Athirampuzha,Garlic,Garlic,FAQ,25/03/2025,9600,9800,9700
Kerala,Kottayam,Athirampuzha,Ginger(Green),"Green Ginger",FAQ,25/03/2025,6800,7000,6900
Kerala,Kottayam,Athirampuzha,"Green Chilli","Green Chilly",FAQ,25/03/2025,3000,3200,3100
Kerala,Kottayam,Athirampuzha,Onion,Big,FAQ,25/03/2025,2400,2600,2500
Kerala,Kottayam,Athirampuzha,Pineapple,Other,Medium,25/03/2025,4300,4500,4400
Kerala,Kottayam,Athirampuzha,Pumpkin,Pumpkin,FAQ,25/03/2025,1200,1400,1300
Kerala,Kottayam,Ettumanoor,Ashgourd,Other,FAQ,25/03/2025,1400,1800,1600
Kerala,Kottayam,Ettumanoor,Brinjal,Other,FAQ,25/03/2025,2000,2400,2200
Kerala,Kottayam,Ettumanoor,Colacasia,Other,FAQ,25/03/2025,5600,6000,5800
Kerala,Kottayam,Ettumanoor,"Elephant Yam (Suran)",Other,FAQ,25/03/2025,5200,5400,5300
Kerala,Kottayam,Ettumanoor,Onion,Onion,FAQ,25/03/2025,3800,4200,4000
Kerala,Kottayam,Ettumanoor,Pumpkin,Pumpkin,FAQ,25/03/2025,1400,1800,1600
Kerala,Kottayam,Kottayam,Banana,"Banana - Ripe",Medium,25/03/2025,6400,6800,6600
Kerala,Kottayam,Kottayam,Banana,Palayamthodan,Medium,25/03/2025,2000,2400,2200
